代碼,學分,學時,老師,班級,Subject,科目,時間,地點
3511,3,3,陳奕伸,四休閒三甲, Sports Industry and Tourism,運動產業與觀光,四08-09,"文化休閒館CR203教室), 五09-0"
3512,3,3,陳奕伸,四休閒三甲, Design and Planning Adventure Sports,冒險運動設計與規劃,五06-08,文化休閒館CR201教室
3513,3,3,休閒校外實習1,四休閒三甲, Services Operation Internships（Ⅱ）,服務作業實習（二）,,
3514,3,3,休閒校外實習2,四休閒三甲, Service Quality Internships（Ⅱ）,服務品質實習（二）,,
3515,3,3,休閒校外實習3,四休閒三甲, Customer Relationship Internships（Ⅱ）,顧客關係實習（二）,,
3516,3,3,休閒校外實習4,四休閒三甲, Marketing Planning Internships（Ⅱ）,行銷企劃實習（二）,,
3517,3,3,羅友志,四休閒四甲, Foreign Language Tour Guiding and Operating Communicative Skills,外語領隊導遊溝通技巧,三05-07,文化休閒館CR308教室
3518,3,3,都會休閒與觀光,四休閒四甲, Urban Leisure and Tourism,都會休閒與觀光,四05-07,文化休閒館CR308教室
3519,3,3,陳泰衡,四休閒四甲, Leisure Travel Planning,休閒活動行程規劃,二07-09,文化休閒館CR203教室
3521,3,3,專案管理概論,四休閒四甲, Introduction to Project Management,專案管理概論,五05-07,文化休閒館CR203教室
3522,3,3,張簡勢坤,四休閒一甲, Food & Beverage Service and Baking Practicum （Ⅱ）,餐飲服務與烘焙實務（二）,一03-05,勤益學舍烘焙教室
3523,2,2,楊子孟,四休閒一甲, English for Catering,餐飲英文,四05-06,文化休閒館B01教室
3524,2,2,張瑞元,四休閒一甲, Accounting,會計學,一07-08,文化休閒館B01教室
3525,3,3,研究法,四休閒二甲, Research Method,研究法,二02-03,"文化休閒館B01教室), 二07-0"
3526,3,3,林雲燦,四休閒二甲, Marketing,行銷學,二04-06,文化休閒館B01教室
3527,2,2,陳泰衡,四休閒二甲, Career Planning Professional Ethic,生涯規劃與職場倫理,一08-09,文化休閒館CR308教室
3528,2,2,羅友志,四休閒二甲, Sport and Leisure English,休閒運動英文,三03-04,文化休閒館B01教室
3529,2,2,陳細鈿,四休閒四甲, Quality Management for Service Industry,休閒產業服務品質管理,二05-06,文化休閒館CR308教室
3530,3,6,休閒專題,四休閒四甲, Project study （Ⅱ）,實務專題（二）,,
3531,0,320,,四休閒四甲, Diversified Training,多元實習,,
3532,3,3,陳細鈿,休-專題師徒, Mentor-Apprentice Internship Course for Project （I）,專題師徒實習（一）,,
5100,2,2,丹尼爾,四英一甲, Commercial introduction,商業概論,二05-06,國秀樓5樓多媒體暨口譯教室
5101,2,2,林依蓉,四英一甲, EFL Teaching Methods,英語教學法,五03-04,國秀樓5樓ESP視訊專業教室
5102,2,2,張瑞芳,四英二甲, French （Ⅱ）,第二外語 法文（二）,一05-06,國秀樓501教室
5103,2,2,許玉音,四英二甲, Cultural industry and tourism,文化產業與觀光,二03-04,國秀樓501教室
5104,2,2,丹尼爾,四英二甲, Business Communication （2）,商務溝通（二）,二01-02,國秀樓1F語言教室B
5105,2,2,邱幸珍,四英二甲, Selected Reading on stories,小說選讀,四05-06,國秀樓1F語言教室B
5106,2,2,朱韻如,四英二甲, Japanese（Ⅱ）,第二外語 日文（二）,五03-04,國秀樓1樓多媒體視聽室 CoffeeCorner
5107,2,2,羅琇君,四英二甲, Espanol （Ⅱ）,第二外語　西班牙文（二）,五05-06,國秀樓5樓ESP視訊專業教室
5108,2,2,羅琇君,四英三甲, Espanol （Ⅳ）,第二外語 西班牙文（四）,一01-02,國秀樓5樓ESP視訊專業教室
5109,2,2,張瑞芳,四英三甲, French （Ⅳ）,第二外語 法文（四）,一07-08,國秀樓501教室
5110,3,3,王文彥,四英三甲, Project Management,專案管理,二02-04,國秀樓1樓多媒體視聽室 CoffeeCorner
5111,2,2,丹尼爾,四英三甲, International Enterprise Management,國際企業管理,三01-02,國秀樓5樓多媒體暨口譯教室
5112,2,2,蔡靜玲,四英三甲, English Secretarial Affairs,英文秘書實務,四07-08,國秀樓1樓多媒體視聽室 CoffeeCorner
5113,2,2,朱韻如,四英三甲, Japanese（Ⅳ）,第二外語 日文（四）,五05-06,國秀樓1樓多媒體視聽室 CoffeeCorner
5114,2,2,蔣蕙華,四英四甲, Curriculum Design in English Language Teaching,英語教學課程設計,二05-06,國秀樓1F語言教室B
5131,3,3,林佳靜,四英一甲, Freshman English（Ⅱ）,大一英文（二）,一03-04,"國秀樓5樓多媒體暨口譯教室), 二02-0"
5132,2,2,吳淑蓉,四英一甲(單號), English Conversation（Ⅱ）,英語會話（二）,五07-08,國秀樓5樓多媒體暨口譯教室
5133,2,2,蘇紹雯,四英一甲(雙號), English Conversation（Ⅱ）,英語會話（二）,三05-06,國秀樓1F語言教室B
5134,2,2,陳媛珊,四英一甲(單號), Basic Writing（Ⅱ）,初級寫作（二）,三03-04,國秀樓1F語言教室B
5135,2,2,陳媛珊,四英一甲(雙號), Basic Writing（Ⅱ）,初級寫作（二）,二03-04,國秀樓1F語言教室B
5136,2,2,蔣蕙華,四英一甲, Grammar and Rhetoric （Ⅱ）,文法與修辭（二）,一05-06,國秀樓5樓多媒體暨口譯教室
5137,2,2,蕭佩宜,四英一甲, Applied linguistics （Ⅱ）,語言學概論（二）,一07-08,國秀樓1F語言教室B
5138,2,2,蕭佩宜,四英二甲, English Listening Speaking （Ⅱ）,英語聽力訓練（二）,一03-04,國秀樓1F語言教室B
5139,2,2,林佳靜,四英二甲(單號), Intermediate English Writing（Ⅱ）,中級寫作（二）,三03-04,國秀樓501教室
5140,2,2,廖晨甯,四英二甲(雙號), Intermediate English Writing（Ⅱ）,中級寫作（二）,四07-08,國秀樓5樓ESP視訊專業教室
5141,2,2,黃靜雲,四英二甲(單號), English Conversation （Ⅳ）,英語會話（四）,二05-06,國秀樓5樓ESP視訊專業教室
5142,2,2,劉晉廷,四英二甲(雙號), English Conversation （Ⅳ）,英語會話（四）,五01-02,國秀樓1F語言教室B
5143,2,2,黃靜雲,四英二甲, Selected Reading of Masterpieces （Ⅱ）,文學名著選讀（二）,一07-08,國秀樓5樓多媒體暨口譯教室
5144,2,2,吳雅玲,四英三甲, English Presentations,英語簡報,一05-06,國秀樓1F語言教室B
5145,2,2,林依蓉,四英三甲(單號), Chinese-English Translation（Ⅱ）,中英筆譯（二）,五01-02,國秀樓5樓ESP視訊專業教室
5146,2,2,黃靜雲,四英三甲(雙號), Chinese-English Translation（Ⅱ）,中英筆譯（二）,三05-06,國秀樓5樓ESP視訊專業教室
5147,2,2,蘇紹雯,四英三甲, Research Methods（Ⅱ）,研究方法（二）,四01-02,國秀樓1F語言教室B
5148,2,2,蘇紹雯,四英三甲(單號), Advanced Writing（Ⅱ）,高級寫作（二）,三03-04,國秀樓5樓ESP視訊專業教室
5149,2,2,黃慧如,四英三甲(雙號), Advanced Writing（Ⅱ）,高級寫作（二）,五03-04,國秀樓1F語言教室B
5150,1,3,應英專題,四英三甲, Project study （Ⅰ）,實務專題（一）,,
5151,2,2,黃靜雲,四英四甲(單號), Chinese-English Translation （Ⅳ）,中英筆譯（四）,一05-06,國秀樓5樓ESP視訊專業教室
5152,2,2,陳樹信,四英四甲(雙號), Chinese-English Translation （Ⅳ）,中英筆譯（四）,一05-06,國秀樓1樓多媒體視聽室 CoffeeCorner
5153,2,2,蔡靜玲,四英四甲(單號), Chinese-English Interpretation （Ⅱ）,中英口譯（二）,四05-06,國秀樓501教室
5154,2,2,吳雅玲,四英四甲(雙號), Chinese-English Interpretation （Ⅱ）,中英口譯（二）,三05-06,國秀樓5樓多媒體暨口譯教室
5155,2,2,陳樹信,四英四甲, Professional English reading （Ⅱ）,專業英文閱讀（二）,一03-04,國秀樓1樓多媒體視聽室 CoffeeCorner
5156,0,2,張旭琪,四英四甲, English Remedial Training B （Ⅱ）,英檢輔導B（二）,四01-02,國秀樓5樓ESP視訊專業教室
5157,0,320,,四英四甲, Diversified Training,多元實習,,
5200,2,2,楊卿,四文一甲, Consumer Psychology,消費心理學,二03-04,文化休閒館CRB02
5201,2,2,黃詩珮,四文一甲, layout design,圖文編排設計,三05-06,N103設計工
5202,2,2,李泰山,四文一甲, Managements of Emotion,情緒管理,一03-04,文化休閒館CRB02
5203,2,2,游惠遠,四文一甲, Literature and artistic commentary 、 writing and publishment,藝文評析與編輯實務,二01-02,文化休閒館CR409
5204,2,2,顏加松,四文一甲, Introduction to Digital Montage,數位剪輯入門,二05-06,文化休閒館CR103
5205,2,2,盛業信,四文一甲, Le francais du tourisme,觀光法語,五05-06,文化休閒館CR101
5206,2,2,楊卿,四文二甲, Group Guidence & Practice,團體領導實務,一07-08,文化休閒館CRB02
5207,2,2,詹介𦹂,四文二甲, Advertising design,廣告企劃設計,三03-04,文化休閒館CR103
5208,2,2,游惠遠,四文二甲, Gender subject and Literature analysis,性別議題與文本分析,一03-04,文化休閒館CR409
5209,2,2,顏加松,四文二甲, Advertising Planning and Marketing,廣告企劃與行銷,二07-08,文化休閒館CR103
5210,2,2,盛業信,四文二甲, Practice of Tour Manager and Tour Guide,領隊導遊實務,五03-04,文化休閒館CRB02
5211,2,2,丁嘉种,四文二甲, Music Making and Software Application（II）,數位音樂創作與軟體運用（二）,一03-04,文化休閒館CR103
5212,2,2,施世昱,四文二甲, Classics rewriting and Picture-book writing,文本改編與繪本製作,四05-06,N105手作工
5213,2,2,黃士嘉,四文二甲, Taiwan Currency Songs and MV Product,台灣閩南語流行歌曲與影音製作,二03-04,文化休閒館CR107
5214,2,2,顏加松,四文二甲, AD Planning and Mass Media,廣告企劃與傳播媒體,四07-08,N102影像工
5215,2,2,顏加松,四文三甲, Cross field Digital Film & Music Operation,跨領域影音操作,二01-02,文化休閒館CR103
5216,2,2,錄音工程實務二,四文三甲, Recording Engineering Practice（II）,錄音工程實務（二）,二03-04,文化休閒館CR103
5217,2,2,黃詩珮,四文三甲, Local characteristics of art and product design over the island.,地方特色與產品設計,二05-06,N103設計工
5218,2,2,黃詩珮,四文三甲, Creative Design of Art Visiting,藝術巡禮創意設計,二07-08,N103設計工
5219,2,2,盛業信,四文三甲, The Pragmatic way of the Creative Tour,文創旅遊實務,三05-06,文化休閒館CR409
5220,2,2,蘇智偉,四文三甲, Seal Cutting,篆刻藝術,四05-06,N101陶藝板畫工
5221,2,2,陳志昌,四文三甲, Folk Beliefs in Taiwan,臺灣民間信仰,四07-08,文化休閒館CR107
5222,12,12,文化校外實習,四文四甲, Extracurricular Intern,校外實習（一）,,
5230,2,2,盛業信,四文一甲, Introduction of Creative Tourism,文創旅遊概論,四05-06,文化休閒館CR101
5231,2,2,文化藝術概論,四文一甲, Introduction to Art,藝術概論,三01-02,文化休閒館CR101
5232,2,2,陳湘湘,四文一甲, Pop Aesthetics and Creativity,流行音樂與創意美學,一01-02,文化休閒館CR101
5233,2,2,陳志昌,四文一甲, Cultural and Creative Industry Marketing,文創行銷概論,一05-06,文化休閒館CR101
5234,2,2,文化史專題,四文二甲, Chinese cultural history,中國文化史專題實務,三05-06,文化休閒館CRB02
5235,2,2,楊卿,四文二甲, Market survey and Data analysis,市場調查與分析,一01-02,文化休閒館CRB02
5236,2,2,文化設計方法,四文二甲, Methods of Cultural Industries Design,文創設計方法,四01-02,文化休閒館CR101
5237,2,2,黃士嘉,四文二甲, Cultural Policy and Public Sector Resources,文創政策與公部門資源,二01-02,文化休閒館CRB02
5238,2,2,盛業信,四文三甲, The Subject Practice of World's History,世界文明史專題實務,四01-02,文化休閒館CRB02
5239,2,2,李泰山,四文三甲, Business Ethics,職場倫理,一01-02,文化休閒館CR107
5240,2,6,文化專題,四文三甲, Project study （Ⅰ）,實務專題（一）,,
5241,0,320,,四文四甲, Diversified Training,多元實習,,
5242,2,2,黃詩珮,四文二甲, An Introduction to Exhibition,展演概論,三01-02,文化休閒館CRB02
5243,6,6,數位音樂操作,深碗課程, Digital Music Manipulation&Programming Basics-In-depth course,數位音樂操作&基礎程式設計—深碗課程,二10-12,"文化休閒館CR103), 五07-0"
8501,3,3,張燦明,四技四；二技二共選1, International Quality Assurance,國際品質保證,二12-14,工303整合製造模擬室
8502,3,3,林瑛祥,四技四；二技二共選3, Marketing Management,行銷管理,四12-14,工002製造程序改善室
8531,3,3,廖麗滿,職二工二甲, Production Management,生產管理,二10-11,"工202教室),"
8532,0,0,,職二工二甲,,全校共同時間,一12-13,工303整合製造模擬室
9001,3,3,鄭中川,職四訊二選1, C# Programming Language,Ｃ＃程式語言,五10-12,E418-工程館4F
9002,3,3,楊惠君,職四訊三四選1, Information security,資訊安全,一10-11,"E420-工程館4F), 二10-1"
9003,3,3,陳瑞茂,職四訊三四選2," Linux Fundamentals, Applications and Administration",Ｌｉｎｕｘ系統實務,三10-12,E420-工程館4F
9004,3,3,郝延昇,職四訊三四選2, Information and Multimedia Engineering,資訊與多媒體工程實務,三10-12,E418-工程館4F
9005,3,3,黃宣詔,職四訊三選1, Advanced Embedded System Design and Lab.,進階嵌入式系統設計及實習,四10-12,E547-工程館5F
9006,3,3,黃清涼,職四訊三選1, The practice of programming .NET,.net程式設計實務,四10-12,國秀樓003教室
9007,3,3,劉又齊,職四訊三選2, An Introduction to Embedded system,嵌入式系統概論,五10-12,E547-工程館5F
9008,3,3,郭崇韋,職四訊三選2, Fundamental of Innovative Electronic Design,智慧電子設計應用概論,五10-12,E531-工程館5F
9009,3,3,黃國賢,職四訊四選1, Application and Design of Computer Software,電腦軟體應用與設計,二11-13,E420-工程館4F
9010,3,3,楊金山,職四訊四選2, 3D Computer Animation Practice,3D電腦動畫實務,四10-12,E418-工程館4F
9011,3,3,林宗宏,職四訊四選3, Programming Examination Counseling,程式檢定輔導,五10-12,E445-工程館4F
9012,3,3,蕭世雄,職四訊四選3, Professional Ethics （and Career Management）,職場倫理,五10-12,E529-工程館5F
9013,3,3,溫源漢,職四訊四選1, Scripting Language,Scripting 程式語言,二11-13,E445-工程館4F
9031,3,3,林基源,職四訊一甲, Digital Logic Practice,數位邏輯實務,四10-12,E445-工程館4F
9032,3,3,黃宣詔,職四訊一甲, Electronic Circuit Design and Practice,電子電路,五10-12,E715-工程館7F
9033,3,4,鄭中川,職四訊一甲, Programming Language and Laboratory （Ⅰ）,程式設計與實習（一）,二10-13,E418-工程館4F
9034,0,0,,職四訊一甲,,全校共同時間,一12-13,E531-工程館5F
9035,3,3,溫源漢,職四訊二甲, Engineering Mathematics（Ⅱ）,工程數學（二）,一10-11,"E529-工程館5F), 二10-1"
9036,3,3,王俊傑,職四訊二甲, Discrete Mathematics,離散數學,二11-13,E529-工程館5F
9037,3,3,朱孝國,職四訊二甲, Web Programming,Web程式設計,三10-12,E531-工程館5F
9038,3,3,林學儀,職四訊二甲, Computer Organization and Architecture,計算機組織與結構,四10-12,E531-工程館5F
9039,0,0,,職四訊二甲,,全校共同時間,一12-13,E529-工程館5F
9040,3,3,張蓺英,職四訊三甲, Operating System,作業系統,二11-13,國秀樓313教室
9041,2,4,職四訊專題,職四訊三甲, Project study （Ⅱ）,實務專題（二）,,
9042,0,0,,職四訊三甲,,全校共同時間,一12-13,E420-工程館4F
9043,0,0,,職四訊四甲,,全校共同時間,一12-13,E418-工程館4F
9097,3,3,,跨校選修, Data Structures,資料結構,,
9098,3,3,,跨校選修, Linear Algebra,線性代數,,
9099,3,3,,跨校選修, Digital Logic Practice,數位邏輯實務,,
9101,3,3,謝明珠,職四機三選 1, Computer Aided Design,電腦輔助設計,三10-12,機械館電腦繪圖室
9103,3,3,林明志,職四機三選 2, Jig and Fixture Design,夾治具設計,五10-12,國秀樓401教室
9104,3,3,張浮明,職四機三選 2, Manufacturing Process Planning,製程規劃,五10-12,國秀樓409教室
9105,3,3,洪崇舜,職四機四選 1, Digital Control,數位控制,,單週開課)三13-1
9107,3,3,林金雄,職四機四選 2, Industrial Safety and Health,工業安全與衛生,三10-12,國秀樓403教室
9110,3,3,邱俊智,職四機四選 3, LabVIEW Programming Language,LabVIEW程式設計與應用,四10-12,機械館自動控制實驗室
9111,3,3,林孟泓,職四機四選 4, Introduction to Aeronautical Engineering,航空工程概論,五10-12,國秀樓403教室
9131,3,3,謝慶雄,職四機一甲, Statics,靜力學,三10-12,國秀樓401教室
9132,3,3,鄭文達,職四機一甲, The Science and Engineering of Materials（Ⅰ）,材料科學與工程（一）,四10-12,機械館微控制器實驗室
9133,1,3,張子欽,職四機一甲, Precision manufacture practicum,精密製造實習,二10-12,"機械館綜合工廠), 二10-1"
9134,0,0,,職四機一甲,,全校共同時間,一12-13,國秀樓401教室
9135,3,3,邱煥釗,職四機二甲, Engineering Mathematics（Ⅱ）,工程數學（二）,四10-12,國秀樓402教室
9136,3,3,朱玟霖,職四機二甲, Applied Electronics（Ⅰ）,應用電子學（一）,二10-12,國秀樓402教室
9137,3,3,洪崇舜,職四機二甲, Pneumatic Control,氣壓學,五10-12,國秀樓402教室
9138,3,3,林清福,職四機二甲, Mechanics of Materials（Ⅰ）,材料力學（一）,一10-11,"國秀樓408教室), 二14-1"
9139,3,3,陳凱榮,職四機二甲, Machinery,機構學,三10-12,國秀樓402教室
9140,0,0,,職四機二甲,,全校共同時間,一12-13,國秀樓402教室
9141,1,3,沈銘原,職四機三甲, Practice of Mechanical Engineering—Part （Ⅰ）,機械工程實驗（一）,二10-12,機械館微控制器實驗室
9142,3,3,廖能通,職四機三甲, Fluid Mechanics（Ⅰ）,流體力學（一）,一10-11,"國秀樓403教室),"
9143,3,3,詹俊奕,職四機三甲, Computer Aided Engineering Analysis（Ⅰ）,電腦輔助工程分析（一）,四10-12,機械館CAE電腦教室
9144,0,0,,職四機三甲,,全校共同時間,一12-13,國秀樓403教室
9145,1,3,謝有源,職四機四甲, Practice of Mechanical Engineering—Part （Ⅲ）,機械工程實驗（三）,二10-12,機械館機電整合實驗室
9146,0,0,,職四機四甲,,全校共同時間,一12-13,國秀樓405教室
9201,3,3,林家宏,職四電一選, PLC Applications,ＰＬＣ應用,三10-12,E226整合網路應用控制實驗室
9202,3,3,呂學德,職四電一選, MATLAB Programming,MATLAB程式設計,三10-12,E320電能技術CAD實驗
9203,3,3,陳時佳,職四電二選, Energy Application,能源應用,三13-14,"國秀樓405教室), 五14-1"
9204,3,3,呂學德,職四電三選1, Electric Power Engineering,電力工程,一10-11,"E304電工儀表實驗教室),"
9205,3,3,葉政育,職四電三選2, Applications for Python,Python程式應用,五10-12,E320電能技術CAD實驗
9206,3,3,余文隆,職四電四選1, Electric Power Engineering,電力工程,一10-11,"國秀樓309教室),"
9207,3,3,張一楠,職四電四選2, Microelectromechanical Systems （MEMS）,微機電系統,二10-12,國秀樓308教室
9208,3,4,洪清寶,職四電四選3, Microcontroller Application and Practice,微控制器應用及實習,三10-13,E241機電整合實驗教室
9209,3,3,葉明宗,職四電四選4, Digital Image Processing,數位影像處理,四10-12,E320電能技術CAD實驗
9210,3,3,姚宇桐,職四電四選5, Energy Storage Technologies,電能儲存技術,,雙週開課)四13-1
9211,3,3,吳水旺,職四電四選6, Design of Digital System,數位系統設計,五12-14,國秀樓308教室
9231,3,3,簡伯霖,職四電一甲, Physics （Ⅱ）,物理（二）,五10-12,E304電工儀表實驗教室
9232,3,3,葉政育,職四電一甲, Computer Program,計算機程式,二10-12,E228微處理機實驗教室
9233,0,0,,職四電一甲,,全校共同時間,一12-13,國秀樓305教室
9234,3,3,張添丁,職四電二甲, Electric Circuit Analysis （Ⅱ）,電路學（二）,一10-11,"E301電力品質實驗教室), 五10-1"
9235,3,3,蔡政道,職四電二甲, Electronics（Ⅱ）,電子學（二）,二10-12,E301電力品質實驗教室
9236,1,3,謝錦聰,職四電二甲, Electronics Lab II,電子實習（二）,五11-13,E223電子實驗教室
9237,3,3,姚賀騰,職四電二甲, Engineering Mathematics（Ⅱ）,工程數學（二）,四10-12,E301電力品質實驗教室
9238,1,3,王孟輝,職四電二甲, Electric Machinery Practice,電機機械實習,三10-12,E321電機機械實驗教室
9239,0,0,,職四電二甲,,全校共同時間,一12-13,國秀樓301教室
9240,3,3,卜文正,職四電三甲, Electric Machine Control,電機控制,四10-12,E226整合網路應用控制實驗室
9241,3,3,蔡政道,職四電三甲, Power Electronics,電力電子學,三10-12,E301電力品質實驗教室
9242,1,3,張隆益,職四電三甲, Industrial Distribution Design Practice,工業配電設計實習,二10-12,E320電能技術CAD實驗
9243,0,0,,職四電三甲,,全校共同時間,一12-13,國秀樓302教室
9244,0,0,,職四電四甲,,全校共同時間,一12-13,國秀樓306教室
9301,3,3,楊文昇,職四子三選, Application of Cloud Computing,雲端科技應用,一10-11,"E431-工程館4F),"
9302,3,3,陳英傑,職四子三選, Design of power conversion circuits,電能轉換電路設計,二10-12,E710-工程館7F
9303,3,3,顏錦柱,職四子三選,,控制系統,二10-12,E617-工程館6F
9304,3,3,李肇廉,職四子三選, Programmable Logic Controller Application,PLC應用實作,三10-12,E614-工程館6F
9305,3,3,吳靜娜,職四子三選, Introduction to Game Physics,遊戲物理導論,三10-12,E431-工程館4F
9306,3,3,陳文俊,職四子三選, Digital Circuits and Systems,數位電路與系統,五10-12,國秀樓310教室
9307,3,3,蔡竹青,職四子三選, Industrial Introduction,產業概論,五10-12,E613-工程館6F
9308,3,3,蔡沅南,職四子四選, Introduction to Semiconductor Devices,半導體元件導論,一10-11,"E525-工程館5F),"
9309,3,3,李肇廉,職四子四選, Industrial Control Electronics,工業控制電子學,二10-12,E614-工程館6F
9310,3,3,何岳璟,職四子四選, Introduction to Network,網路概論,三10-12,E715-工程館7F
9311,3,3,陳啟鈞,職四子四選, Implementation of Digital Image Processing,數位影像處理實作,四10-12,E613-工程館6F
9312,3,3,吳虾融,職四子四選, Computer Game Programming,遊戲製作,四10-12,E431-工程館4F
9313,3,3,吳虾融,職四子四選, Virtual Reality,虛擬實境,五10-12,E431-工程館4F
9331,3,3,蘇志超,職四子一甲, Physics （Ⅱ）,物理（二）,三10-12,國秀樓406教室
9332,3,3,蔡忠和,職四子一甲, Computer Program,計算機程式,四10-12,E626-工程館6F
9333,0,0,,職四子一甲,,全校共同時間,一12-13,國秀樓406教室
9334,3,3,游信強,職四子二甲, Electronics（Ⅱ）,電子學（二）,四10-12,E525-工程館5F
9335,3,3,陳若貞,職四子二甲, Signals and Systems,信號與系統,一10-11,"E623-工程館6F), 三14-1"
9336,2,3,何岳璟,職四子二甲, Electronics Circuits Lab.（Ⅱ）,電子實習（二）,二10-12,E715-工程館7F
9337,3,3,顏錦柱,職四子二甲, Engineering Mathematics（Ⅱ）,工程數學（二）,五12-14,國秀樓413教室
9338,3,3,唐光輝,職四子二甲, Electric Circuit Analysis （Ⅱ）,電路學（二）,三10-12,E623-工程館6F
9339,0,0,,職四子二甲,,全校共同時間,一12-13,E623-工程館6F
9340,3,3,王三輔,職四子三甲, Electronic Circuit Design Practice（1）,電子電路設計實務（一）,四10-12,E617-工程館6F
9341,0,0,,職四子三甲,,全校共同時間,一12-13,E710-工程館7F
9342,0,0,,職四子四甲,,全校共同時間,一12-13,E617-工程館6F
9401,3,3,潘佳甫,職四化三選1, Protein Chemistry,蛋白質化學,三12-14,國秀樓411教室
9402,3,3,郭德文,職四化三選2, Materials analysis,材料分析,五10-12,國秀樓412教室
9403,3,3,郭德文,職四化四選1, Composite Materials,複合材料,二10-12,國秀樓412教室
9404,3,3,林建良,職四化四選2, Fundamentals of Hazardous Substances Management,危害物質管理概論,三10-12,國秀樓412教室
9405,3,3,胡伯瑜,職四化四選3, Environmental Engineering,環境工程,四10-12,國秀樓412教室
9406,3,3,揭由志,職四化四選4, Flat Panel Display,顯示器概論,五10-12,國秀樓411教室
9431,3,3,楊鎮遠,職四化一甲, Introduction to Chemical Engineering and Materials Industry,化工與材料產業概論,四10-12,國秀樓409教室
9432,3,3,張惠玲,職四化一甲, Common Chemistry,普通化學,二10-12,工程館E016電化教室五
9433,0,0,,職四化一甲,,全校共同時間,一12-13,國秀樓409教室
9434,3,3,孫殿元,職四化二甲, Engineering Mathematics（Ⅱ）,工程數學（二）,三12-14,工程館E408專題研討一
9435,3,3,呂旭東,職四化二甲, Fundamentals of Materials Science and Engineering（Ⅰ）,材料科學與工程概論（一）,二10-11,"工程館E417電化教室二),"
9436,3,3,謝淑枝,職四化二甲, Physical Chemistry （Ⅱ）,物理化學（二）,五10-12,國秀樓410教室
9437,3,3,呂春美,職四化二甲, Instrumental Analysis,儀器分析,四10-12,國秀樓410教室
9438,3,3,黃怡銘,職四化二甲, Organic Chemistry （Ⅱ）,有機化學（二）,二12-14,工程館E417電化教室二
9439,0,0,,職四化二甲,,全校共同時間,一12-13,國秀樓410教室
9440,3,3,張漢昌,職四化三甲, Unit Operation （Ⅰ）,單元操作（一）,,單週開課)二10-1
9441,3,3,林信全,職四化三甲, Chemical Reaction Engineering,化學反應工程,二12-14,工程館E522電化教室一
9442,3,3,邱維銘,職四化三甲, Polymeric Materials,高分子材料,四10-12,工程館E417電化教室二
9443,0,0,,職四化三甲,,全校共同時間,一12-13,國秀樓411教室
9444,0,0,,職四化四甲,,全校共同時間,一12-13,國秀樓412教室
9501,3,3,黃喬次,職四工二選, Logistics System Management,物流技術與管理,二12-14,工501製商整合實習室
9502,3,3,陳杰煌,職四工二選, System Analysis and Design,系統分析與設計,二12-14,工503工作研究實習室
9503,3,3,李淑芬,職四工三選1, Logistics and Supply Chain System Design,物流與供應鏈系統設計,二12-14,工103設施規劃實習室
9504,3,3,陳彥廷,職四工三選1, Service Management,服務業管理,二12-14,管理館M327
9505,3,3,李宗乙,四技三；二技一共選2, Computer Aided Drawing,電腦輔助繪圖,三12-14,工201微電腦實習室
9506,3,3,陳義吉,職四工三選2, Enterprise Resource Planning,企業資源規劃系統,三12-14,工203生產管理實習室
9507,3,3,賴坊濱,職四工三選3, Industrial Psychology,工業心理學,五12-14,工503工作研究實習室
9508,3,3,江嘉惠,職四工三選3, Enterprise Resource Planning,企業資源規劃系統,五12-14,工303整合製造模擬室
9509,3,3,翁美玲,四技四；二技二共選1, Management Consultant improvement,產業診斷與改善,二12-14,工403品質管理實驗室
9510,3,3,陳秀華,四技三；二技一共選2, Customer Relationship Management,顧客關係管理,三12-14,管理館M325
9511,3,3,賴明志,四技四；二技二共選3, Managerial Economics,管理經濟,四12-14,工001工管科階梯教室
9531,3,3,宋鴻明,職四工一甲, Manufacturing Processes,製造程序,五10-12,工201微電腦實習室
9532,3,3,蔡承峻,職四工一甲, Computer Program,計算機程式,四10-12,工203生產管理實習室
9533,1,2,郭威伸,職四工一甲, Plant Practice,工廠實習,二12-13,工003製造程序改善室
9534,0,0,,職四工一甲,,全校共同時間,一12-13,工403品質管理實驗室
9535,3,3,蔡梨暖,職四工一乙, Manufacturing Processes,製造程序,三10-12,工001工管科階梯教室
9536,3,3,李淑芬,職四工一乙, Computer Program,計算機程式,,單週開課)一10-1
9537,1,2,郭威伸,職四工一乙, Plant Practice,工廠實習,四10-11,工003製造程序改善室
9538,0,0,,職四工一乙,,全校共同時間,一12-13,工103設施規劃實習室
9539,3,3,林麗娟,職四工二甲, Cost Accounting,成本會計,,雙週開課)一10-1
9540,3,3,李鴻濤,職四工二甲, Statistics （Ⅱ）,統計學（二）,,單週開課)一10-1
9541,3,3,邱敏綺,職四工二甲, Human Factor Engineering,人因工程,三10-12,工103設施規劃實習室
9542,3,3,楊健炘,職四工二甲, Material Management,物料管理,五10-12,工403品質管理實驗室
9543,0,0,,職四工二甲,,全校共同時間,一12-13,工302製造管理電子化
9544,3,3,吳佾澄,職四工二乙, Cost Accounting,成本會計,四10-12,國秀樓307教室
9545,3,3,陳貴琳,職四工二乙, Statistics （Ⅱ）,統計學（二）,三12-14,工303整合製造模擬室
9546,3,3,呂柏輝,職四工二乙, Human Factor Engineering,人因工程,五10-12,工103設施規劃實習室
9547,3,3,鄭朝仁,職四工二乙, Material Management,物料管理,,單週開課)一10-1
