代碼,學分,學時,老師,班級,Subject,科目,時間,地點
W540,2,2,周秀櫻,四資一甲, Calculus（Ⅱ）,微積分（二）,三05-06,國秀樓509教室
W541,3,3,黎滔泉,四資一甲, Chinese（Ⅱ）,國文（二）,四05-07,國秀樓509教室
W542,2,2,李昱東,四資一甲, History and Culture（Ⅱ）,歷史與文化（二）,二05-06,國秀樓307教室
W543,0,2,林志洪,四資一甲, All-Out Defense Education Military Training（Ⅱ）,全民國防教育軍事訓練（二）,一05-06,國秀樓509教室
W544,1,1,倪玉珊,四資一甲, Art Appreciation,藝術鑑賞,二02-02,國秀樓4F美術鑑賞教室
W546,2,2,王清德,四資一乙, Calculus（Ⅱ）,微積分（二）,二03-04,國秀樓301教室
W547,3,3,劉淑爾,四資一乙, Chinese（Ⅱ）,國文（二）,三05-05,"國秀樓311教室), 五05-0"
W548,2,2,鄭建生,四資一乙, History and Culture（Ⅱ）,歷史與文化（二）,二05-06,國秀樓011教室
W549,0,2,吳慧雯,四資一乙, All-Out Defense Education Military Training（Ⅱ）,全民國防教育軍事訓練（二）,一05-06,國秀樓103教室
W550,1,1,倪玉珊,四資一乙, Art Appreciation,藝術鑑賞,二01-01,國秀樓4F美術鑑賞教室
W552,2,2,周宗憲,四資二甲, Constitution and Democracy,憲法與民主,四05-06,國秀樓511教室
W553,2,2,鄭明政,四資二乙, Constitution and Democracy,憲法與民主,三05-06,國秀樓410教室
W554,2,2,陳永銓,外國四資一甲, Introduction of Scientific Development,科技發展概論,二02-03,國秀樓010教室
W555,2,2,劉柏宏,外國四資一甲, Calculus（Ⅱ）,微積分（二）,二07-08,國秀樓306教室
W556,1,2,蔡輝炯,外國四資一甲, Physical Education （Ⅱ）,體育（二）,三01-02,高爾夫球練習場
W570,3,3,黎滔泉,四技流一甲, Chinese（Ⅱ）,國文（二）,二05-07,國秀樓413教室
W571,2,2,沈新民,四技流一甲, History and Culture（Ⅱ）,歷史與文化（二）,四07-08,國秀樓413教室
W572,1,1,倪玉珊,四技流一甲, Art Appreciation,藝術鑑賞,三02-02,國秀樓4F美術鑑賞教室
W573,0,2,吳慧雯,四技流一甲, All-Out Defense Education Military Training（Ⅱ）,全民國防教育軍事訓練（二）,一03-04,國秀樓310教室
W574,2,2,周秀櫻,四技流一甲, Calculus（Ⅱ）,微積分（二）,四05-06,國秀樓413教室
W576,3,3,洪英雪,四技流一乙, Chinese（Ⅱ）,國文（二）,二05-07,國秀樓503教室
W577,2,2,朱倩如,四技流一乙, History and Culture（Ⅱ）,歷史與文化（二）,四05-06,國秀樓503教室
W578,1,1,謝攸青,四技流一乙, Art Appreciation,藝術鑑賞,二08-08,國秀樓4F美術鑑賞教室
W579,0,2,黃凌瑤,四技流一乙, All-Out Defense Education Military Training（Ⅱ）,全民國防教育軍事訓練（二）,一03-04,國秀樓103教室
W580,2,2,周秀櫻,四技流一乙, Calculus（Ⅱ）,微積分（二）,四07-08,國秀樓503教室
W582,2,2,李文堂,四技流二甲, Constitution and Democracy,憲法與民主,五05-06,國秀樓413教室
W583,2,2,況正吉,四技流二乙, Constitution and Democracy,憲法與民主,四05-06,國秀樓005教室
W600,3,3,高旖璐,四景一甲, Chinese（Ⅱ）,國文（二）,一02-04,國秀樓507教室
W601,2,2,賴信真,四景一甲, History and Culture（Ⅱ）,歷史與文化（二）,一05-06,國秀樓507教室
W603,1,1,李俐潔,四景一甲, Art Appreciation,藝術鑑賞,三01-01,國秀樓B2美術教室
W604,0,2,薛仰禮,四景一甲, All-Out Defense Education Military Training（Ⅱ）,全民國防教育軍事訓練（二）,四05-06,國秀樓508教室
W615,3,3,李瑩瑜,四休閒一甲, Chinese（Ⅱ）,國文（二）,五05-07,國秀樓306教室
W616,2,2,馬以謹,四休閒一甲, History and Culture（Ⅱ）,歷史與文化（二）,一01-02,國秀樓306教室
W617,2,2,謝坤昌,四休閒一甲, Calculus（Ⅱ）,微積分（二）,二01-02,國秀樓306教室
W618,0,2,陳建文,四休閒一甲, All-Out Defense Education Military Training（Ⅱ）,全民國防教育軍事訓練（二）,三03-04,國秀樓511教室
W620,2,2,蔣淑芬,四休閒二甲, Constitution and Democracy,憲法與民主,五01-02,國秀樓302教室
W635,3,3,童宏民,四英一甲, Chinese（Ⅱ）,國文（二）,三02-02,"國秀樓413教室), 四01-0"
W636,2,2,朱倩如,四英一甲, History and Culture（Ⅱ）,歷史與文化（二）,四07-08,國秀樓307教室
W637,1,1,洪灜倫,四英一甲, Art Appreciation,藝術鑑賞,四06-06,國秀樓4F美術鑑賞教室
W638,0,2,薛仰禮,四英一甲, All-Out Defense Education Military Training（Ⅱ）,全民國防教育軍事訓練（二）,二07-08,國秀樓310教室
W640,2,2,邱麗珍,四英二甲, Constitution and Democracy,憲法與民主,五07-08,國秀樓413教室
W650,3,3,李長生,四訊一甲, Chinese（Ⅱ）,國文（二）,五03-05,國秀樓405教室
W651,2,2,田金昌,四訊一甲, History and Culture（Ⅱ）,歷史與文化（二）,五01-02,國秀樓405教室
W652,1,1,楊喻涵,四訊一甲, Music Appreciation,音樂鑑賞,二07-07,國秀樓3F音樂欣賞教室
W653,0,2,薛仰禮,四訊一甲, All-Out Defense Education Military Training（Ⅱ）,全民國防教育軍事訓練（二）,二05-06,國秀樓310教室
W654,3,3,張麗芬,四訊一甲, Calculus（Ⅱ）,微積分（二）,五06-08,國秀樓405教室
W655,3,3,賴欣陽,四訊一乙, Chinese（Ⅱ）,國文（二）,二01-02,"國秀樓005教室), 四08-0"
W656,2,2,呂小燕,四訊一乙, History and Culture（Ⅱ）,歷史與文化（二）,二03-04,國秀樓005教室
W657,1,1,劉俊頤,四訊一乙, Music Appreciation,音樂鑑賞,四07-07,國秀樓3F音樂欣賞教室
W658,0,2,黃書祥,四訊一乙, All-Out Defense Education Military Training（Ⅱ）,全民國防教育軍事訓練（二）,四05-06,國秀樓103教室
W659,3,3,林晢皓,四訊一乙, Calculus（Ⅱ）,微積分（二）,五02-04,國秀樓406教室
W660,3,3,李瑩瑜,四訊一丙, Chinese（Ⅱ）,國文（二）,五02-04,國秀樓413教室
W661,2,2,蘇啟昌,四訊一丙, History and Culture（Ⅱ）,歷史與文化（二）,三03-04,國秀樓406教室
W662,1,1,劉俊頤,四訊一丙, Music Appreciation,音樂鑑賞,四08-08,國秀樓3F音樂欣賞教室
W663,0,2,黃凌瑤,四訊一丙, All-Out Defense Education Military Training（Ⅱ）,全民國防教育軍事訓練（二）,四05-06,國秀樓310教室
W664,3,3,陳東賢,四訊一丙, Calculus（Ⅱ）,微積分（二）,三01-02,"國秀樓406教室), 五01-0"
W690,3,3,童宏民,四文一甲, Chinese（Ⅱ）,國文（二）,四07-07,"國秀樓411教室), 三03-0"
W691,2,2,鄭建生,四文一甲, History and Culture（Ⅱ）,歷史與文化（二）,二07-08,國秀樓411教室
W692,1,1,鄭志敏,四文一甲, Music Appreciation,音樂鑑賞,五07-07,國秀樓3F音樂欣賞教室
W693,0,2,林志洪,四文一甲, All-Out Defense Education Military Training（Ⅱ）,全民國防教育軍事訓練（二）,一07-08,國秀樓103教室
W700,3,3,林家民,技優專班, Calculus（Ⅱ）,微積分（二）,三10-12,國秀樓413教室
W760,3,3,楊淑瓊,職四訊一甲, Chinese（Ⅱ）,國文（二）,三10-12,國秀樓305教室
W761,2,2,廖姿斐,職四訊一甲, Freshman English（Ⅱ）,大一英文（二）,三13-14,國秀樓310教室
W762,1,1,廖姿斐,職四訊一甲, Listening and Speaking（Ⅱ）,英文聽講（二）,,雙週開課)一10-1
W763,3,3,王仁聖,職四訊一甲, Calculus（Ⅱ）,微積分（二）,,單週開課)一10-1
W764,0,2,何天民,職四訊一甲, PhysicalEducation（Ⅱ）,體育（二）,四13-14,羽球場
W765,2,2,陳志昌,職四訊二甲, History and Culture（Ⅱ）,歷史與文化（二）,三13-14,國秀樓311教室
W766,0,2,楊璁人,職四訊二甲, PhysicalEducation（Ⅳ）,體育（四）,五13-14,籃球場
W767,2,2,李文堂,職四訊三甲, Constitution and Democracy﹙Ⅱ﹚,憲法與民主（二）,三13-14,國秀樓313教室
W768,1,1,詹晴如,職四訊三甲, Art Appreciation﹙Ⅱ﹚,藝術鑑賞（二）,二14-14,國秀樓4F美術鑑賞教室
W769,1,1,呂威儀,職四訊三甲, Music Appreciation﹙Ⅱ﹚,音樂鑑賞（二）,,雙週開課)五13-1
W776,3,3,陳昌遠,職四機一甲, Chinese（Ⅱ）,國文（二）,,單週開課)一10-1
W777,2,2,張端容,職四機一甲, Freshman English（Ⅱ）,大一英文（二）,五10-11,國秀樓1F語言教室A
W778,1,1,張端容,職四機一甲, Listening and Speaking（Ⅱ）,英文聽講（二）,五12-12,國秀樓1F語言教室A
W779,3,3,陳瑞卿,職四機一甲, Calculus（Ⅱ）,微積分（二）,,雙週開課)三13-1
W780,0,2,陳小平,職四機一甲, PhysicalEducation（Ⅱ）,體育（二）,二13-14,桌球教室
W781,2,2,李文堂,職四機二甲, Constitution and Democracy﹙Ⅱ﹚,憲法與民主（二）,四13-14,國秀樓402教室
W782,1,1,呂威儀,職四機二甲, Music Appreciation﹙Ⅱ﹚,音樂鑑賞（二）,二13-13,國秀樓3F音樂欣賞教室
W783,1,1,李俐潔,職四機二甲, Art Appreciation﹙Ⅱ﹚,藝術鑑賞（二）,,雙週開課)五13-1
W784,0,2,洪彰鴻,職四機二甲, PhysicalEducation（Ⅳ）,體育（四）,三13-14,撞球
W785,2,2,陳亮州,職四機三甲, History and Culture（Ⅱ）,歷史與文化（二）,三13-14,國秀樓403教室
W796,3,3,譚立忠,職四電一甲, Chinese（Ⅱ）,國文（二）,四12-14,國秀樓305教室
W797,2,2,郭豊莉,職四電一甲, Freshman English（Ⅱ）,大一英文（二）,五13-14,國秀樓305教室
W798,1,1,郭豊莉,職四電一甲, Listening and Speaking（Ⅱ）,英文聽講（二）,,雙週開課)三13-1
W799,3,3,陳瑞卿,職四電一甲, Calculus（Ⅱ）,微積分（二）,二13-14,"國秀樓305教室),"
W800,0,2,羅龍飛,職四電一甲, PhysicalEducation（Ⅱ）,體育（二）,四10-11,網球場
W801,1,1,呂威儀,職四電二甲, Music Appreciation﹙Ⅱ﹚,音樂鑑賞（二）,二14-14,國秀樓3F音樂欣賞教室
W802,0,2,羅龍飛,職四電二甲, PhysicalEducation（Ⅳ）,體育（四）,四13-14,排球場
W803,1,1,詹晴如,職四電二甲, Art Appreciation（Ⅰ）,藝術鑑賞（一）,二13-13,國秀樓4F美術鑑賞教室
W804,2,2,翁俊桔,職四電三甲, Constitution and Democracy﹙Ⅰ﹚,憲法與民主（一）,二13-14,國秀樓310教室
W805,2,2,蘇啟昌,職四電四甲, History and Culture（Ⅱ）,歷史與文化（二）,二13-14,國秀樓306教室
W811,3,3,謝肇禎,職四子一甲, Chinese（Ⅱ）,國文（二）,一10-11,"國秀樓406教室),"
W812,3,3,蕭家孟,職四子一甲, Calculus（Ⅱ）,微積分（二）,五12-14,國秀樓406教室
W813,2,2,張惠環,職四子一甲, Freshman English（Ⅱ）,大一英文（二）,二10-11,國秀樓406教室
W814,1,1,張惠環,職四子一甲, Listening and Speaking（Ⅱ）,英文聽講（二）,二12-12,國秀樓406教室
W815,2,2,蔡朝枝,職四子一甲, History and Culture（Ⅱ）,歷史與文化（二）,五10-11,國秀樓406教室
W816,0,2,謝武進,職四子一甲, PhysicalEducation（Ⅱ）,體育（二）,二13-14,撞球
W817,2,2,嚴勝曦,職四子二甲, Constitution and Democracy﹙Ⅱ﹚,憲法與民主（二）,二13-14,國秀樓402教室
W818,0,2,林誯鎮,職四子二甲, PhysicalEducation（Ⅳ）,體育（四）,五10-11,羽球場
W819,1,1,蘇智偉,職四子三甲, Art Appreciation﹙Ⅱ﹚,藝術鑑賞（二）,四14-14,國秀樓4F美術鑑賞教室
W820,1,1,朱君苑,職四子三甲, Music Appreciation﹙Ⅱ﹚,音樂鑑賞（二）,四13-13,國秀樓3F音樂欣賞教室
W826,3,3,楊淑瓊,職四化一甲, Chinese（Ⅱ）,國文（二）,三13-14,"國秀樓406教室),"
W827,3,3,林金典,職四化一甲, Calculus（Ⅱ）,微積分（二）,三10-12,國秀樓405教室
W828,2,2,游東道,職四化一甲, Freshman English（Ⅱ）,大一英文（二）,五10-11,國秀樓2F語言教室C
W829,1,1,游東道,職四化一甲, Listening and Speaking（Ⅱ）,英文聽講（二）,五12-12,國秀樓2F語言教室C
W830,2,2,嚴勝曦,職四化一甲, Constitution and Democracy﹙Ⅱ﹚,憲法與民主（二）,五13-14,國秀樓409教室
W831,0,2,梁隨燕,職四化一甲, PhysicalEducation（Ⅱ）,體育（二）,一10-11,桌球教室
W832,1,1,李俐潔,職四化二甲, Art Appreciation﹙Ⅱ﹚,藝術鑑賞（二）,,單週開課)五13-1
W833,0,2,高文揚,職四化二甲, PhysicalEducation（Ⅳ）,體育（四）,一10-11,高爾夫球練習場
W834,2,2,李靜兒,職四化三甲, History and Culture（Ⅱ）,歷史與文化（二）,四13-14,國秀樓411教室
W835,1,1,呂威儀,職四化三甲, Music Appreciation﹙Ⅱ﹚,音樂鑑賞（二）,,雙週開課)二10-1
W839,3,3,王正良,職四工一甲, Chinese（Ⅱ）,國文（二）,三13-14,"國秀樓307教室),"
W840,2,2,廖姿斐,職四工一甲, Freshman English（Ⅱ）,大一英文（二）,三10-11,國秀樓311教室
W841,1,1,廖姿斐,職四工一甲, Listening and Speaking（Ⅱ）,英文聽講（二）,三12-12,國秀樓311教室
W842,3,3,劉哲明,職四工一甲, Calculus（Ⅱ）,微積分（二）,,單週開課)四13-1
W843,0,2,宋孟遠,職四工一甲, PhysicalEducation（Ⅱ）,體育（二）,二10-11,高爾夫球練習場
W844,3,3,陳昌遠,職四工一乙, Chinese（Ⅱ）,國文（二）,,雙週開課)一10-1
W845,2,2,陳柏助,職四工一乙, Freshman English（Ⅱ）,大一英文（二）,三13-14,國秀樓312教室
W846,1,1,陳柏助,職四工一乙, Listening and Speaking（Ⅱ）,英文聽講（二）,,雙週開課)四13-1
W847,3,3,陳焜燦,職四工一乙, Calculus（Ⅱ）,微積分（二）,五12-14,國秀樓312教室
W848,0,2,許志祥,職四工一乙, PhysicalEducation（Ⅱ）,體育（二）,二13-14,網球場
W849,2,2,陳亮州,職四工二甲, History and Culture（Ⅱ）,歷史與文化（二）,五13-14,國秀樓306教室
W850,0,2,蘇榮基,職四工二甲, PhysicalEducation（Ⅳ）,體育（四）,四10-11,桌球教室
W851,2,2,蔡朝枝,職四工二乙, History and Culture（Ⅱ）,歷史與文化（二）,五13-14,國秀樓313教室
W852,0,2,洪彰鴻,職四工二乙, PhysicalEducation（Ⅳ）,體育（四）,三10-11,撞球
W853,1,1,倪玉珊,職四工三甲, Art Appreciation﹙Ⅱ﹚,藝術鑑賞（二）,,單週開課)一10-1
W854,1,1,李俐潔,職四工三乙, Art Appreciation﹙Ⅱ﹚,藝術鑑賞（二）,,雙週開課)五10-1
W855,2,2,嚴勝曦,職四工四甲, Constitution and National Development﹙Ⅱ﹚,憲法與國家發展（二）,二10-11,國秀樓309教室
W856,1,1,劉淑如,職四工四甲, Music Appreciation﹙Ⅱ﹚,音樂鑑賞（二）,,雙週開課)三10-1
W857,2,2,邱麗珍,職四工四乙, Constitution and National Development﹙Ⅱ﹚,憲法與國家發展（二）,五10-11,國秀樓308教室
W858,1,1,朱君苑,職四工四乙, Music Appreciation﹙Ⅱ﹚,音樂鑑賞（二）,,雙週開課)四10-1
W859,3,3,王正良,職四休閒一甲, Chinese（Ⅱ）,國文（二）,三10-12,國秀樓408教室
W860,2,2,楊策仲,職四休閒一甲, Calculus（Ⅱ）,微積分（二）,四13-14,國秀樓408教室
W861,2,2,張惠環,職四休閒一甲, Freshman English（Ⅱ）,大一英文（二）,五12-13,國秀樓408教室
W862,1,1,張惠環,職四休閒一甲, Listening and Speaking（Ⅱ）,英文聽講（二）,二13-13,國秀樓408教室
W863,0,2,韋磊,職四休閒一甲, PhysicalEducation（Ⅱ）,體育（二）,三13-14,桌球教室
W864,0,2,江欣惇,職四休閒二甲, PhysicalEducation（Ⅳ）,體育（四）,三13-14,排球場
W865,2,2,賴信真,職四休閒二甲, History and Culture（Ⅱ）,歷史與文化（二）,一10-11,國秀樓402教室
W866,1,1,莊秉育,職四休閒四甲, Music Appreciation﹙Ⅱ﹚,音樂鑑賞（二）,,雙週開課)一10-1
W867,1,1,蘇智偉,職四休閒四甲, Art Appreciation﹙Ⅱ﹚,藝術鑑賞（二）,四13-13,國秀樓4F美術鑑賞教室
W868,2,2,廖慧儒,職四休閒四甲, Constitution and National Development﹙Ⅱ﹚,憲法與國家發展（二）,五13-14,國秀樓403教室
W871,2,2,林晏宇,職四資一甲, Freshman English（Ⅱ）,大一英文（二）,四10-11,國秀樓1F語言教室A
W872,1,1,林晏宇,職四資一甲, Listening and Speaking（Ⅱ）,英文聽講（二）,四12-12,國秀樓1F語言教室A
W873,2,2,王清德,職四資一甲, Calculus（Ⅱ）,微積分（二）,二10-11,國秀樓306教室
W874,0,2,韋磊,職四資一甲, PhysicalEducation（Ⅱ）,體育（二）,三10-11,桌球教室
W875,3,3,譚立忠,職四資二甲, Chinese（Ⅱ）,國文（二）,二13-14,"國秀樓309教室),"
W876,0,2,沈輝雄,職四資二甲, PhysicalEducation（Ⅳ）,體育（四）,四10-11,排球場
W877,1,1,李俐潔,職四資三甲, Art Appreciation﹙Ⅱ﹚,藝術鑑賞（二）,,單週開課)五10-1
W878,1,1,劉淑如,職四資四甲, Music Appreciation﹙Ⅱ﹚,音樂鑑賞（二）,,雙週開課)三12-1
W879,2,2,李易璋,職四資四甲, Constitution and National Development﹙Ⅱ﹚,憲法與國家發展（二）,二10-11,國秀樓312教室
W880,2,2,陳亮州,職四資四甲, History and Culture（Ⅱ）,歷史與文化（二）,五10-11,國秀樓306教室
W886,3,3,陳福智,職四冷一甲, Chinese（Ⅱ）,國文（二）,一10-11,"國秀樓311教室),"
W887,3,3,謝坤昌,職四冷一甲, Calculus（Ⅱ）,微積分（二）,二10-12,國秀樓311教室
W888,2,2,陳柏助,職四冷一甲, Freshman English（Ⅱ）,大一英文（二）,四10-11,國秀樓311教室
W889,1,1,陳柏助,職四冷一甲, Listening and Speaking（Ⅱ）,英文聽講（二）,四12-12,國秀樓311教室
W890,0,2,劉英傑,職四冷一甲, PhysicalEducation（Ⅱ）,體育（二）,四13-14,籃球場
W891,2,2,李易璋,職四冷二甲, Constitution and Democracy﹙Ⅱ﹚,憲法與民主（二）,二13-14,國秀樓308教室
W892,0,2,高文揚,職四冷二甲, PhysicalEducation（Ⅳ）,體育（四）,四10-11,高爾夫球練習場
W893,2,2,李靜兒,職四冷三甲, History and Culture（Ⅱ）,歷史與文化（二）,三13-14,國秀樓306教室
W894,1,1,詹晴如,職四冷三甲, Art Appreciation﹙Ⅱ﹚,藝術鑑賞（二）,,單週開課)二10-1
